Unnamed: 0,species,species_id,path
231,S(6115),[O]C=C(C=O)OCC=O_m2,geoms/_b_O_d_C=C_p_C=O_q_OCC=O_m2.xyz
232,S(5227),OC1[CH]C=CO1_m2,geoms/OC1_b_CH_d_C=CO1_m2.xyz
233,S(5251),COC=CC=C[O]_m2,geoms/COC=CC=C_b_O_d__m2.xyz
234,S(7832),[O]OC(C=O)C=CO_m2,geoms/_b_O_d_OC_p_C=O_q_C=CO_m2.xyz
235,S(5214),O=[C]C=CC=O_m2,geoms/O=_b_C_d_C=CC=O_m2.xyz
236,S(7874),CC#CC[C]=O_m2,geoms/CC_t_CC_b_C_d_=O_m2.xyz
237,C3H3O(371),[CH]=CC=O_m2,geoms/_b_CH_d_=CC=O_m2.xyz
238,S(8355),[O]OC(C=O)C=C=O_m2,geoms/_b_O_d_OC_p_C=O_q_C=C=O_m2.xyz
239,S(8354),[O]OC(=O)C=CC=O_m2,geoms/_b_O_d_OC_p_=O_q_C=CC=O_m2.xyz
240,S(8211),O=C1[CH]C=CO1_m2,geoms/O=C1_b_CH_d_C=CO1_m2.xyz
241,S(8220),O=[C]CC=C=O_m2,geoms/O=_b_C_d_CC=C=O_m2.xyz
242,C3H3O(372),[CH2]C=C=O_m2,geoms/_b_CH2_d_C=C=O_m2.xyz
243,S(8541),[O]OC1C=COC1=O_m2,geoms/_b_O_d_OC1C=COC1=O_m2.xyz
244,S(8542),[O]OC1C=CC(=O)O1_m2,geoms/_b_O_d_OC1C=CC_p_=O_q_O1_m2.xyz
245,S(8431),[O]C=C=CC(=O)OO_m2,geoms/_b_O_d_C=C=CC_p_=O_q_OO_m2.xyz
246,S(8959),CC1OOCC=1O[O]_m2,geoms/CC1OOCC=1O_b_O_d__m2.xyz
247,S(8958),CC1OOC=C1O[O]_m2,geoms/CC1OOC=C1O_b_O_d__m2.xyz
248,S(7717),C=CC(COO)O[O]_m2,geoms/C=CC_p_COO_q_O_b_O_d__m2.xyz
249,S(8422),O=CC1[CH]C(=O)OO1_m2,geoms/O=CC1_b_CH_d_C_p_=O_q_OO1_m2.xyz
250,S(8726),O=CC1=CC(=O)O1_m1,geoms/O=CC1=CC_p_=O_q_O1_m1.xyz
251,S(9083),[O]C=C([O])C=C=O_m3,geoms/_b_O_d_C=C_p__b_O_d__q_C=C=O_m3.xyz
252,S(9130),O=C=CC(=O)C=O_m1,geoms/O=C=CC_p_=O_q_C=O_m1.xyz
253,S(9132),O=C=C=C(O)C=O_m1,geoms/O=C=C=C_p_O_q_C=O_m1.xyz
254,S(9114),O=C=CC(O)=C=O_m1,geoms/O=C=CC_p_O_q_=C=O_m1.xyz
255,S(9048),CC1OO[CH]C1=O_m2,geoms/CC1OO_b_CH_d_C1=O_m2.xyz
256,S(9040),CC1OOCC=1[O]_m2,geoms/CC1OOCC=1_b_O_d__m2.xyz
257,S(1070),C=C[CH]COO_m2,geoms/C=C_b_CH_d_COO_m2.xyz
258,S(6407),CC([O])C(=O)C=O_m2,geoms/CC_p__b_O_d__q_C_p_=O_q_C=O_m2.xyz
259,S(9804),CC(=O)C(=O)C[O]_m2,geoms/CC_p_=O_q_C_p_=O_q_C_b_O_d__m2.xyz
260,S(529),CC(=O)[C]=O_m2,geoms/CC_p_=O_q__b_C_d_=O_m2.xyz
261,S(6403),CC(=O)C(O)=C[O]_m2,geoms/CC_p_=O_q_C_p_O_q_=C_b_O_d__m2.xyz
262,S(9861),CC(=O)C(O)(C=O)O[O]_m2,geoms/CC_p_=O_q_C_p_O_q__p_C=O_q_O_b_O_d__m2.xyz
263,S(9831),C=C([O])C(O)=CO_m2,geoms/C=C_p__b_O_d__q_C_p_O_q_=CO_m2.xyz
264,S(9568),CC([O])C1C(=O)OOC1C=O_m2,geoms/CC_p__b_O_d__q_C1C_p_=O_q_OOC1C=O_m2.xyz
265,S(9425),[O]CC1C(=O)OOC1C=O_m2,geoms/_b_O_d_CC1C_p_=O_q_OOC1C=O_m2.xyz
266,S(10036),[O]CCC(=O)C(O)=CO_m2,geoms/_b_O_d_CCC_p_=O_q_C_p_O_q_=CO_m2.xyz
267,S(9866),C=C([O])C(O)(C=O)OO_m2,geoms/C=C_p__b_O_d__q_C_p_O_q__p_C=O_q_OO_m2.xyz
268,S(7772),C=C(O)C(O)=C[O]_m2,geoms/C=C_p_O_q_C_p_O_q_=C_b_O_d__m2.xyz
269,S(10118),[O]OCC(=O)C(O)=CO_m2,geoms/_b_O_d_OCC_p_=O_q_C_p_O_q_=CO_m2.xyz
270,S(9809),CC(=O)C(=O)C=O_m1,geoms/CC_p_=O_q_C_p_=O_q_C=O_m1.xyz
271,S(9876),C=C(O)C(O)(C=O)O[O]_m2,geoms/C=C_p_O_q_C_p_O_q__p_C=O_q_O_b_O_d__m2.xyz
272,S(9061),O=C1[CH]C(=CO)OO1_m2,geoms/O=C1_b_CH_d_C_p_=CO_q_OO1_m2.xyz
273,S(10409),[O]OCC(O)=C(O)C=O_m2,geoms/_b_O_d_OCC_p_O_q_=C_p_O_q_C=O_m2.xyz
274,S(9049),[O]C1C2OOC(=O)C12_m2,geoms/_b_O_d_C1C2OOC_p_=O_q_C12_m2.xyz
275,S(9052),[O]C=C1CC(=O)OO1_m2,geoms/_b_O_d_C=C1CC_p_=O_q_OO1_m2.xyz
276,S(2285),C=C(O)C(O)O[O]_m2,geoms/C=C_p_O_q_C_p_O_q_O_b_O_d__m2.xyz
277,S(10783),[O]C(=O)CC(=O)C=O_m2,geoms/_b_O_d_C_p_=O_q_CC_p_=O_q_C=O_m2.xyz
278,S(149),[CH2]C(=O)C=O_m2,geoms/_b_CH2_d_C_p_=O_q_C=O_m2.xyz
279,S(9637),[O]C(=CC(=O)C=O)CC=O_m2,geoms/_b_O_d_C_p_=CC_p_=O_q_C=O_q_CC=O_m2.xyz
280,S(9636),[O]C(CC=O)C(=O)C=C=O_m2,geoms/_b_O_d_C_p_CC=O_q_C_p_=O_q_C=C=O_m2.xyz
281,S(9634),[O]C(C=O)(C=C=O)CC=O_m2,geoms/_b_O_d_C_p_C=O_q__p_C=C=O_q_CC=O_m2.xyz
282,S(9631),[O]C=C(C=C=O)OCC=O_m2,geoms/_b_O_d_C=C_p_C=C=O_q_OCC=O_m2.xyz
283,S(9632),[O]C(C=C=O)=COCC=O_m2,geoms/_b_O_d_C_p_C=C=O_q_=COCC=O_m2.xyz
284,S(10288),[O]CCC(O)=C(O)C=O_m2,geoms/_b_O_d_CCC_p_O_q_=C_p_O_q_C=O_m2.xyz
285,S(9821),CC(=O)C(=O)[CH]O_m2,geoms/CC_p_=O_q_C_p_=O_q__b_CH_d_O_m2.xyz
286,S(10416),CC(=O)C(=O)C([O])CC=O_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p__b_O_d__q_CC=O_m2.xyz
287,S(8540),[O]OC1C=CC(O)O1_m2,geoms/_b_O_d_OC1C=CC_p_O_q_O1_m2.xyz
288,S(10415),CC(=O)C([O])(C=O)CC=O_m2,geoms/CC_p_=O_q_C_p__b_O_d__q__p_C=O_q_CC=O_m2.xyz
289,S(10240),CC(=O)C(=O)C(O)O[O]_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p_O_q_O_b_O_d__m2.xyz
290,S(10414),CC([O])(CC=O)C(=O)C=O_m2,geoms/CC_p__b_O_d__q__p_CC=O_q_C_p_=O_q_C=O_m2.xyz
291,S(11189),CC1([O])OOC(O)C1=O_m2,geoms/CC1_p__b_O_d__q_OOC_p_O_q_C1=O_m2.xyz
292,S(10413),CC(=O)C(=O)[CH]OCC=O_m2,geoms/CC_p_=O_q_C_p_=O_q__b_CH_d_OCC=O_m2.xyz
293,S(10412),C[C](OCC=O)C(=O)C=O_m2,geoms/C_b_C_d__p_OCC=O_q_C_p_=O_q_C=O_m2.xyz
294,S(10055),CC(=O)C(=C[O])OCC=O_m2,geoms/CC_p_=O_q_C_p_=C_b_O_d__q_OCC=O_m2.xyz
295,S(9633),O=CCO[C]=CC(=O)C=O_m2,geoms/O=CCO_b_C_d_=CC_p_=O_q_C=O_m2.xyz
296,C4H4(7854),C=C=C=C_m1,geoms/C=C=C=C_m1.xyz
297,S(8059),C=[C]C(=C)O[O]_m3,geoms/C=_b_C_d_C_p_=C_q_O_b_O_d__m3.xyz
298,S(10035),[CH2]OCC(=O)C(O)=CO_m2,geoms/_b_CH2_d_OCC_p_=O_q_C_p_O_q_=CO_m2.xyz
299,S(10088),C=C([O])CC(=O)C(O)=CO_m2,geoms/C=C_p__b_O_d__q_CC_p_=O_q_C_p_O_q_=CO_m2.xyz
300,S(8052),[CH2]C#CCO[O]_m3,geoms/_b_CH2_d_C_t_CCO_b_O_d__m3.xyz
301,S(11122),CC(=O)C(=O)C(O)C[O]_m2,geoms/CC_p_=O_q_C_p_=O_q_C_p_O_q_C_b_O_d__m2.xyz
302,S(3412),C=C(C)O[O]_m2,geoms/C=C_p_C_q_O_b_O_d__m2.xyz
303,C4H3(7855),C#C[C]=C_m2,geoms/C_t_C_b_C_d_=C_m2.xyz
304,S(11283),C#CC(=C)O[O]_m2,geoms/C_t_CC_p_=C_q_O_b_O_d__m2.xyz
305,S(11325),C#CC1([CH2])OO1_m2,geoms/C_t_CC1_p__b_CH2_d__q_OO1_m2.xyz
306,S(7098),C#CC(=C)[O]_m2,geoms/C_t_CC_p_=C_q__b_O_d__m2.xyz
307,S(11332),C=C1[C]=COO1_m2,geoms/C=C1_b_C_d_=COO1_m2.xyz
308,S(11398),C#CC(=O)CO[CH2]_m2,geoms/C_t_CC_p_=O_q_CO_b_CH2_d__m2.xyz
309,S(11399),C#CC(=O)CC[O]_m2,geoms/C_t_CC_p_=O_q_CC_b_O_d__m2.xyz
310,S(11406),C#CC(=O)CO[O]_m2,geoms/C_t_CC_p_=O_q_CO_b_O_d__m2.xyz
311,S(11580),[CH]=C1OOCC1=O_m2,geoms/_b_CH_d_=C1OOCC1=O_m2.xyz
312,S(11517),C#CC(=O)CC(C)[O]_m2,geoms/C_t_CC_p_=O_q_CC_p_C_q__b_O_d__m2.xyz
313,S(11516),C#CC(=O)CO[CH]C_m2,geoms/C_t_CC_p_=O_q_CO_b_CH_d_C_m2.xyz
314,S(11509),C#CC(=O)CC(=C)[O]_m2,geoms/C_t_CC_p_=O_q_CC_p_=C_q__b_O_d__m2.xyz
315,S(5479),O=C1[C]=CC1_m2,geoms/O=C1_b_C_d_=CC1_m2.xyz
316,S(11507),C#CC(=O)CO[C]=C_m2,geoms/C_t_CC_p_=O_q_CO_b_C_d_=C_m2.xyz
317,S(11368),C=C1[C]=CO1_m2,geoms/C=C1_b_C_d_=CO1_m2.xyz
318,S(11367),[CH]=C=C1CO1_m2,geoms/_b_CH_d_=C=C1CO1_m2.xyz
319,S(11558),C#CC(=O)CC([O])O_m2,geoms/C_t_CC_p_=O_q_CC_p__b_O_d__q_O_m2.xyz
320,S(3514),[CH2]C#CC=O_m2,geoms/_b_CH2_d_C_t_CC=O_m2.xyz
321,S(11732),[O]CCC#CC=O_m2,geoms/_b_O_d_CCC_t_CC=O_m2.xyz
322,S(11758),CC([O])CC#CC=O_m2,geoms/CC_p__b_O_d__q_CC_t_CC=O_m2.xyz
323,S(3981),[O]OCC#CC=O_m2,geoms/_b_O_d_OCC_t_CC=O_m2.xyz
324,S(3977),C=C=C(C=O)O[O]_m2,geoms/C=C=C_p_C=O_q_O_b_O_d__m2.xyz
325,S(11678),C=C=C1[CH]O1_m2,geoms/C=C=C1_b_CH_d_O1_m2.xyz
326,S(11795),[O]C(O)CC#CC=O_m2,geoms/_b_O_d_C_p_O_q_CC_t_CC=O_m2.xyz
327,S(7093),[CH]=C1CC1=O_m2,geoms/_b_CH_d_=C1CC1=O_m2.xyz
328,S(11692),C#C[C]=CO_m2,geoms/C_t_C_b_C_d_=CO_m2.xyz
329,S(11768),[CH2]C#CC([O])CC=O_m3,geoms/_b_CH2_d_C_t_CC_p__b_O_d__q_CC=O_m3.xyz
330,S(11710),O=[C]CC#CC=O_m2,geoms/O=_b_C_d_CC_t_CC=O_m2.xyz
331,S(11767),C=[C][C]=COCC=O_m3,geoms/C=_b_C_d__b_C_d_=COCC=O_m3.xyz
332,S(4478),O=CC1=[C]COO1_m2,geoms/O=CC1=_b_C_d_COO1_m2.xyz
333,S(1598),C=[C]OCC(C)=O_m2,geoms/C=_b_C_d_OCC_p_C_q_=O_m2.xyz
334,S(9156),[O]C(C=C=O)=CO_m2,geoms/_b_O_d_C_p_C=C=O_q_=CO_m2.xyz
335,S(9155),[O]C=C(O)C=C=O_m2,geoms/_b_O_d_C=C_p_O_q_C=C=O_m2.xyz
336,S(11712),C=C=C([C]=O)C=O_m2,geoms/C=C=C_p__b_C_d_=O_q_C=O_m2.xyz
337,S(11388),C#CC(=O)C[C]=O_m2,geoms/C_t_CC_p_=O_q_C_b_C_d_=O_m2.xyz
338,S(9239),[O]OC(=O)[CH]C(=O)C=O_m3,geoms/_b_O_d_OC_p_=O_q__b_CH_d_C_p_=O_q_C=O_m3.xyz
339,S(9341),[O]OC(O)(C=O)C=C=O_m2,geoms/_b_O_d_OC_p_O_q__p_C=O_q_C=C=O_m2.xyz
340,S(9343),[O]OC(O)C(=O)C=C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_=O_q_C=C=O_m2.xyz
341,S(11903),O=CC(=O)C1OOC1=O_m1,geoms/O=CC_p_=O_q_C1OOC1=O_m1.xyz
342,S(2256),[CH]=C(O)C=O_m2,geoms/_b_CH_d_=C_p_O_q_C=O_m2.xyz
343,S(11408),CC(=O)OOC(O)[C]=O_m2,geoms/CC_p_=O_q_OOC_p_O_q__b_C_d_=O_m2.xyz
344,S(6378),[O]C(=O)C([O])C(=O)C=O_m3,geoms/_b_O_d_C_p_=O_q_C_p__b_O_d__q_C_p_=O_q_C=O_m3.xyz
345,S(11409),O=C1OOC(O)C1=O_m1,geoms/O=C1OOC_p_O_q_C1=O_m1.xyz
346,S(12174),CC(=O)OO[CH]O_m2,geoms/CC_p_=O_q_OO_b_CH_d_O_m2.xyz
347,S(161),CC([O])=O_m2,geoms/CC_p__b_O_d__q_=O_m2.xyz
348,S(12228),CC(=O)OOC=O_m1,geoms/CC_p_=O_q_OOC=O_m1.xyz
349,S(11709),C=C=C(C=O)OO_m1,geoms/C=C=C_p_C=O_q_OO_m1.xyz
350,S(12374),C=CCC1([O])C(=O)OOC1O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OOC1O_m2.xyz
351,S(6616),[O]C(CC=O)C(O)=C=O_m2,geoms/_b_O_d_C_p_CC=O_q_C_p_O_q_=C=O_m2.xyz
352,S(12406),C#CCC1([O])C(=O)OOC1O_m2,geoms/C_t_CCC1_p__b_O_d__q_C_p_=O_q_OOC1O_m2.xyz
353,S(6617),[O]C(CC=O)=C(O)C=O_m2,geoms/_b_O_d_C_p_CC=O_q_=C_p_O_q_C=O_m2.xyz
354,S(11836),C=[C]C(=O)C=O_m2,geoms/C=_b_C_d_C_p_=O_q_C=O_m2.xyz
355,S(12441),C=C=C(O)[C]=O_m2,geoms/C=C=C_p_O_q__b_C_d_=O_m2.xyz
356,S(12491),C=C(O[O])C(=O)C=O_m2,geoms/C=C_p_O_b_O_d__q_C_p_=O_q_C=O_m2.xyz
357,S(11381),C=C1O[C]1C=O_m2,geoms/C=C1O_b_C_d_1C=O_m2.xyz
358,S(12436),C#CC(=O)C=O_m1,geoms/C_t_CC_p_=O_q_C=O_m1.xyz
359,S(12511),[CH2]C#CO_m2,geoms/_b_CH2_d_C_t_CO_m2.xyz
360,S(8408),C=C=C=O_m1,geoms/C=C=C=O_m1.xyz
361,S(8206),[CH]C=C=O_m3,geoms/_b_CH_d_C=C=O_m3.xyz
362,S(12520),C=C([C]=O)O[O]_m3,geoms/C=C_p__b_C_d_=O_q_O_b_O_d__m3.xyz
363,S(12517),C=C1OOC([O])C1=O_m2,geoms/C=C1OOC_p__b_O_d__q_C1=O_m2.xyz
364,S(12515),[CH2]C1(OO1)C(=O)C=O_m2,geoms/_b_CH2_d_C1_p_OO1_q_C_p_=O_q_C=O_m2.xyz
365,S(12876),O=C1C=C1_m1,geoms/O=C1C=C1_m1.xyz
366,S(12914),C=C1OOC(=O)[C]1O_m2,geoms/C=C1OOC_p_=O_q__b_C_d_1O_m2.xyz
367,S(12906),C=C1OOC(=O)C1=O_m1,geoms/C=C1OOC_p_=O_q_C1=O_m1.xyz
368,S(12905),C=C([C]=O)OOC=O_m2,geoms/C=C_p__b_C_d_=O_q_OOC=O_m2.xyz
369,S(12977),C=[C]OOC=O_m2,geoms/C=_b_C_d_OOC=O_m2.xyz
370,S(12882),C=C1OC1=O_m1,geoms/C=C1OC1=O_m1.xyz
371,S(10807),[CH2]C([O])=C=O_m3,geoms/_b_CH2_d_C_p__b_O_d__q_=C=O_m3.xyz
372,S(12886),O=C=C1CO1_m1,geoms/O=C=C1CO1_m1.xyz
373,S(13143),O=C1CC1=O_m1,geoms/O=C1CC1=O_m1.xyz
374,C2H2O(65),[CH2][C]=O_m3,geoms/_b_CH2_d__b_C_d_=O_m3.xyz
375,S(13142),C=[C]C([O])=O_m3,geoms/C=_b_C_d_C_p__b_O_d__q_=O_m3.xyz
376,S(12965),[CH2]C(=O)C(=O)C([O])=O_m3,geoms/_b_CH2_d_C_p_=O_q_C_p_=O_q_C_p__b_O_d__q_=O_m3.xyz
377,S(2689),O=[C]C[C]=O_m3,geoms/O=_b_C_d_C_b_C_d_=O_m3.xyz
378,S(6071),[O]OC=C(O)C=O_m2,geoms/_b_O_d_OC=C_p_O_q_C=O_m2.xyz
379,S(8539),[O]OC1C=COC1O_m2,geoms/_b_O_d_OC1C=COC1O_m2.xyz
380,S(7066),CCC1[CH]COO1_m2,geoms/CCC1_b_CH_d_COO1_m2.xyz
381,S(5345),[O]C=CC(C=O)O[O]_m3,geoms/_b_O_d_C=CC_p_C=O_q_O_b_O_d__m3.xyz
382,S(6063),O=[C]C(O)=CO_m2,geoms/O=_b_C_d_C_p_O_q_=CO_m2.xyz
383,S(2724),OOC[C](O)O_m2,geoms/OOC_b_C_d__p_O_q_O_m2.xyz
384,S(12678),O=CC1(O)O[CH]CC1=O_m2,geoms/O=CC1_p_O_q_O_b_CH_d_CC1=O_m2.xyz
385,S(5907),O=CC(=O)[CH]O_m2,geoms/O=CC_p_=O_q__b_CH_d_O_m2.xyz
386,S(6343),[O]OC(O)C(O)=C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_O_q_=C=O_m2.xyz
387,S(13743),OC1(O)CO1_m1,geoms/OC1_p_O_q_CO1_m1.xyz
388,S(6347),[O]OC(O)C(=O)C=O_m2,geoms/_b_O_d_OC_p_O_q_C_p_=O_q_C=O_m2.xyz
389,S(13770),[O]OC(=O)C(O)=CO_m2,geoms/_b_O_d_OC_p_=O_q_C_p_O_q_=CO_m2.xyz
390,S(14048),O=C([CH]O)C(=O)OO_m2,geoms/O=C_p__b_CH_d_O_q_C_p_=O_q_OO_m2.xyz
391,S(14049),O=C(OO)C(O)=[C]O_m2,geoms/O=C_p_OO_q_C_p_O_q_=_b_C_d_O_m2.xyz
392,S(11419),[O]C1OOC(O)C1=O_m2,geoms/_b_O_d_C1OOC_p_O_q_C1=O_m2.xyz
393,S(12196),O=C1OOC(O)[C]1O_m2,geoms/O=C1OOC_p_O_q__b_C_d_1O_m2.xyz
394,S(14102),O=CC(=O)C(=O)OO_m1,geoms/O=CC_p_=O_q_C_p_=O_q_OO_m1.xyz
395,S(14107),O=C1OC(O)C1=O_m1,geoms/O=C1OC_p_O_q_C1=O_m1.xyz
396,S(14285),[O]C1(CC=O)C(=O)OC1O_m2,geoms/_b_O_d_C1_p_CC=O_q_C_p_=O_q_OC1O_m2.xyz
397,S(14283),O=CCO[C]1C(=O)OC1O_m2,geoms/O=CCO_b_C_d_1C_p_=O_q_OC1O_m2.xyz
398,S(14353),C=CCC1([O])C(=O)OC1O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OC1O_m2.xyz
399,S(14369),C#CCC1([O])C(=O)OC1O_m2,geoms/C_t_CCC1_p__b_O_d__q_C_p_=O_q_OC1O_m2.xyz
400,S(14284),[O]C1=C(OCC=O)OC1O_m2,geoms/_b_O_d_C1=C_p_OCC=O_q_OC1O_m2.xyz
401,S(13793),[CH2]C([O])(O)O_m3,geoms/_b_CH2_d_C_p__b_O_d__q__p_O_q_O_m3.xyz
402,S(14286),[O]C1(CC=O)OC(O)C1=O_m2,geoms/_b_O_d_C1_p_CC=O_q_OC_p_O_q_C1=O_m2.xyz
403,S(13791),O=C(O)O_m1,geoms/O=C_p_O_q_O_m1.xyz
404,HOCO(82),O=[C]O_m2,geoms/O=_b_C_d_O_m2.xyz
405,CHO3(90),[O]C(=O)O_m2,geoms/_b_O_d_C_p_=O_q_O_m2.xyz
406,S(12178),O=C1OO[C](O)C1=O_m2,geoms/O=C1OO_b_C_d__p_O_q_C1=O_m2.xyz
407,S(14714),[O]C(=O)C(=O)C(=O)O_m2,geoms/_b_O_d_C_p_=O_q_C_p_=O_q_C_p_=O_q_O_m2.xyz
408,S(14709),O=C1OOC(=O)C1=O_m1,geoms/O=C1OOC_p_=O_q_C1=O_m1.xyz
409,S(14725),O=[C]C(=O)O_m2,geoms/O=_b_C_d_C_p_=O_q_O_m2.xyz
410,S(14827),C=CCC1([O])C(=O)OOC1=O_m2,geoms/C=CCC1_p__b_O_d__q_C_p_=O_q_OOC1=O_m2.xyz
411,S(2547),[CH]1COOC1_m2,geoms/_b_CH_d_1COOC1_m2.xyz
412,S(14717),O=C1OOC(=O)[C]1O_m2,geoms/O=C1OOC_p_=O_q__b_C_d_1O_m2.xyz
413,S(14194),O=C1OC(O)[C]1O_m2,geoms/O=C1OC_p_O_q__b_C_d_1O_m2.xyz
